,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
190,151,Malik Fitts\fittsma01,PF,23,LAC,2,0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
191,152,Malachi Flynn\flynnma01,PG,22,TOR,30,3,15.7,1.9,5.4,0.36,0.8,2.6,0.304,1.1,2.7,0.415,0.435,0.4,0.6,0.706,0.1,1.7,1.8,2.3,0.7,0.2,0.8,1.1,5.1
192,153,Bryn Forbes\forbebr01,SG,27,MIL,52,7,19.1,3.4,7.4,0.453,2.1,4.8,0.449,1.2,2.7,0.46,0.597,0.6,0.8,0.75,0.2,1.2,1.3,0.6,0.3,0.0,0.6,1.1,9.4
193,154,Trent Forrest\forretr01,PG,22,UTA,15,0,5.8,0.5,1.1,0.438,0.0,0.2,0.0,0.5,0.9,0.538,0.438,0.1,0.1,1.0,0.0,0.5,0.5,1.2,0.3,0.1,0.5,0.3,1.1
194,155,Evan Fournier\fournev01,SF-SG,28,TOT,30,26,30.1,6.2,13.6,0.457,2.8,7.0,0.398,3.4,6.5,0.52,0.56,3.4,4.2,0.795,0.2,2.6,2.7,3.4,1.1,0.4,1.9,2.2,18.6
195,155,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7.0,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7
196,155,Evan Fournier\fournev01,SG,28,BOS,4,0,28.8,4.0,9.5,0.421,2.8,5.8,0.478,1.3,3.8,0.333,0.566,0.8,1.0,0.75,0.0,1.8,1.8,1.8,1.3,0.8,1.0,2.5,11.5
197,156,De'Aaron Fox\foxde01,PG,23,SAC,53,53,35.0,9.1,18.9,0.479,1.9,5.7,0.329,7.2,13.2,0.543,0.528,5.1,7.2,0.705,0.5,2.9,3.4,7.1,1.4,0.5,3.1,3.0,25.0
198,157,Robert Franks\frankro01,PF,24,ORL,1,0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0
199,158,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,0.25,0.0,0.7,0.0,0.7,2.0,0.333,0.25,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
200,159,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
201,160,Wenyen Gabriel\gabriwe01,PF,23,NOP,9,0,4.7,0.2,1.2,0.182,0.1,0.6,0.2,0.1,0.7,0.167,0.227,0.2,0.4,0.5,0.8,0.8,1.6,0.6,0.1,0.0,0.8,0.2,0.8
202,161,Daniel Gafford\gaffoda01,PF-C,22,TOT,35,11,12.7,2.3,3.3,0.702,0.0,0.0,,2.3,3.3,0.702,0.702,1.0,1.5,0.673,1.5,2.1,3.5,0.5,0.4,1.1,0.7,1.6,5.6
203,161,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0.0,0.0,,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
204,161,Daniel Gafford\gaffoda01,C,22,WAS,4,0,15.8,5.0,6.8,0.741,0.0,0.0,,5.0,6.8,0.741,0.741,2.0,2.8,0.727,1.8,3.3,5.0,0.5,0.8,1.5,1.0,0.8,12.0
205,162,Danilo Gallinari\gallida01,PF,32,ATL,39,4,24.0,4.0,9.5,0.425,2.1,5.2,0.407,1.9,4.2,0.448,0.538,3.2,3.4,0.933,0.3,3.8,4.1,1.4,0.6,0.2,1.0,2.1,13.4
206,163,Langston Galloway\gallola01,SG,29,PHO,34,0,11.1,1.7,3.6,0.471,0.9,2.1,0.451,0.7,1.5,0.5,0.603,0.5,0.5,1.0,0.1,0.9,1.0,0.7,0.2,0.0,0.3,0.7,4.8
207,164,Darius Garland\garlada01,PG,21,CLE,43,40,33.3,6.5,14.5,0.448,1.9,4.6,0.402,4.7,9.9,0.469,0.512,2.0,2.3,0.851,0.5,1.9,2.4,5.9,1.2,0.1,3.0,2.2,16.9
208,165,Marc Gasol\gasolma01,C,36,LAL,43,41,19.5,1.7,4.0,0.429,0.9,2.4,0.371,0.8,1.5,0.523,0.544,0.8,1.0,0.75,0.7,3.3,4.0,2.1,0.5,1.2,1.2,2.3,5.1
209,166,Rudy Gay\gayru01,PF,34,SAS,45,0,21.7,4.1,9.8,0.413,1.7,4.3,0.391,2.4,5.6,0.43,0.498,1.3,1.7,0.787,0.8,4.2,5.0,1.5,0.8,0.5,1.1,1.9,11.1
210,167,Paul George\georgpa01,SF,30,LAC,42,42,33.6,8.2,17.2,0.479,3.3,7.4,0.441,5.0,9.8,0.507,0.573,3.6,4.0,0.898,0.9,5.3,6.2,5.5,1.2,0.4,3.1,2.4,23.3
211,168,Taj Gibson\gibsota01,PF,35,NYK,28,1,20.3,1.9,3.3,0.565,0.1,0.5,0.214,1.8,2.8,0.628,0.582,1.1,1.5,0.698,2.0,3.2,5.2,0.7,0.8,0.9,0.6,2.1,4.9
212,169,Harry Giles\gilesha01,C,22,POR,30,0,10.3,1.1,2.5,0.427,0.2,0.5,0.467,0.8,2.0,0.417,0.473,0.5,0.7,0.682,1.0,3.0,3.9,0.8,0.2,0.3,0.6,1.7,2.9
213,170,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2.0,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
214,171,Anthony Gill\gillan01,PF,28,WAS,17,1,5.4,0.4,1.2,0.35,0.1,0.7,0.167,0.3,0.5,0.625,0.4,0.2,0.3,0.8,0.5,1.1,1.6,0.2,0.2,0.1,0.2,0.6,1.2
215,172,Freddie Gillespie\gillefr01,PF,23,TOR,3,0,13.0,1.7,2.7,0.625,0.0,0.0,,1.7,2.7,0.625,0.625,0.0,0.0,,0.7,1.3,2.0,0.3,1.0,0.7,0.3,1.3,3.3
216,173,Rudy Gobert\goberru01,C,28,UTA,55,55,31.0,5.5,8.2,0.667,0.0,0.1,0.0,5.5,8.1,0.672,0.667,3.5,5.7,0.617,3.4,10.0,13.4,1.3,0.5,2.8,1.6,2.3,14.4
217,174,Brandon Goodwin\goodwbr01,PG,25,ATL,36,3,12.3,1.7,4.5,0.385,0.8,2.1,0.355,1.0,2.4,0.412,0.469,0.6,0.8,0.667,0.2,1.1,1.3,1.9,0.4,0.0,0.7,0.8,4.8
218,175,Aaron Gordon\gordoaa01,PF,25,TOT,34,34,29.0,5.0,10.7,0.463,1.4,4.0,0.363,3.5,6.8,0.522,0.53,2.3,3.6,0.642,1.4,4.6,6.0,3.8,0.7,0.8,2.2,1.9,13.7
219,175,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6
220,175,Aaron Gordon\gordoaa01,PF,25,DEN,9,9,27.9,4.6,8.0,0.569,0.8,2.6,0.304,3.8,5.4,0.694,0.618,1.4,2.0,0.722,0.9,3.4,4.3,2.6,0.9,0.8,1.0,1.7,11.3
221,176,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
222,177,Devonte' Graham\grahade01,PG,25,CHO,43,37,29.7,4.5,11.8,0.377,3.1,8.2,0.374,1.4,3.6,0.385,0.507,2.2,2.6,0.823,0.4,2.3,2.7,5.1,1.0,0.1,1.6,1.3,14.2
223,178,Jerami Grant\grantje01,SF,26,DET,48,48,34.4,7.4,17.3,0.429,2.3,6.3,0.359,5.2,11.1,0.469,0.494,5.4,6.3,0.854,0.7,4.1,4.8,2.9,0.7,1.1,2.0,2.3,22.5
224,179,Danny Green\greenda02,SF,33,PHI,53,53,28.3,3.3,7.9,0.421,2.6,6.3,0.414,0.7,1.6,0.448,0.586,0.4,0.5,0.724,0.8,2.9,3.7,1.7,1.3,0.9,1.1,1.8,9.7
225,180,Draymond Green\greendr01,PF,30,GSW,46,46,30.6,2.5,5.9,0.418,0.5,2.0,0.269,1.9,3.9,0.494,0.463,1.1,1.4,0.778,0.9,5.5,6.5,8.4,1.6,0.7,2.9,3.2,6.6
226,181,JaMychal Green\greenja01,PF,30,DEN,41,4,18.4,2.9,6.4,0.455,1.4,3.4,0.397,1.6,3.0,0.52,0.561,0.8,1.0,0.829,1.5,3.6,5.1,0.8,0.5,0.3,1.0,2.6,8.0
227,182,Javonte Green\greenja02,SG-PG,27,TOT,28,2,13.2,1.4,2.8,0.519,0.3,0.8,0.304,1.2,1.9,0.611,0.565,0.7,1.1,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.6,1.3,3.8
228,182,Javonte Green\greenja02,SG,27,BOS,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2.0,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
229,182,Javonte Green\greenja02,PG,27,CHI,3,0,8.0,0.3,2.0,0.167,0.0,0.3,0.0,0.3,1.7,0.2,0.167,0.0,0.0,,0.7,1.3,2.0,0.3,0.7,0.7,1.0,1.0,0.7
230,183,Jeff Green\greenje02,C,34,BRK,50,27,26.6,3.5,7.2,0.494,1.4,3.4,0.415,2.1,3.7,0.567,0.594,1.7,2.2,0.755,0.5,3.3,3.8,1.5,0.6,0.3,0.8,1.8,10.2
231,184,Josh Green\greenjo02,SG,20,DAL,28,5,10.1,0.9,2.1,0.433,0.1,0.6,0.118,0.9,1.5,0.558,0.45,0.3,0.5,0.6,0.6,1.3,1.9,0.5,0.3,0.1,0.5,0.7,2.3
232,185,Blake Griffin\griffbl01,PF,31,TOT,29,21,27.5,3.6,9.3,0.387,1.6,5.0,0.324,2.0,4.3,0.46,0.474,2.0,2.8,0.728,0.4,4.4,4.8,3.3,0.7,0.2,1.5,2.1,10.8
233,185,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2.0,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
234,185,Blake Griffin\griffbl01,PF,31,BRK,9,1,19.0,2.6,5.2,0.489,0.9,2.3,0.381,1.7,2.9,0.577,0.574,1.7,2.1,0.789,0.4,3.6,4.0,2.1,0.7,0.4,1.2,2.2,7.7
235,186,Kyle Guy\guyky01,PG,23,SAC,22,0,6.9,1.0,2.6,0.379,0.5,1.5,0.313,0.5,1.2,0.462,0.466,0.5,0.5,0.833,0.1,0.9,1.0,0.9,0.2,0.0,0.2,0.6,2.9
236,187,Rui Hachimura\hachiru01,PF,22,WAS,44,44,31.6,5.3,11.2,0.474,0.8,2.5,0.327,4.5,8.7,0.516,0.51,2.4,3.1,0.774,0.9,5.0,5.9,1.5,0.8,0.1,1.3,2.2,13.9
237,188,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
238,189,Tyrese Haliburton\halibty01,PG,20,SAC,48,15,30.4,5.0,10.5,0.478,2.1,5.1,0.41,3.0,5.5,0.542,0.577,0.8,0.9,0.844,0.8,2.4,3.1,5.1,1.2,0.6,1.5,1.5,13.0
239,190,Josh Hall\halljo01,SF,20,OKC,13,0,12.5,0.7,3.2,0.214,0.2,1.4,0.111,0.5,1.8,0.292,0.238,1.2,2.1,0.556,0.1,1.8,1.9,1.4,0.0,0.0,1.2,1.5,2.7
240,191,R.J. Hampton\hamptrj01,PG-SG,19,TOT,34,1,13.0,1.9,4.1,0.454,0.4,1.2,0.31,1.5,2.9,0.515,0.5,0.5,0.8,0.607,0.5,2.2,2.7,0.8,0.4,0.1,0.7,1.0,4.6
241,191,R.J. Hampton\hamptrj01,PG,19,DEN,25,0,9.3,1.0,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2.0,0.6,0.2,0.1,0.4,0.9,2.6
242,191,R.J. Hampton\hamptrj01,SG,19,ORL,9,1,23.3,4.3,9.0,0.481,0.9,2.7,0.333,3.4,6.3,0.544,0.531,0.9,1.8,0.5,0.7,3.9,4.6,1.3,0.9,0.2,1.6,1.3,10.4
243,192,Tim Hardaway Jr.\hardati02,SG,28,DAL,52,20,28.7,5.7,12.8,0.441,2.9,7.4,0.392,2.8,5.4,0.509,0.555,1.8,2.3,0.8,0.3,3.1,3.4,1.7,0.5,0.1,0.9,1.5,16.1
244,193,James Harden\hardeja01,PG-SG,31,TOT,42,42,37.1,8.0,17.2,0.463,2.8,7.8,0.358,5.2,9.4,0.549,0.544,6.5,7.5,0.87,0.8,7.2,8.0,10.9,1.2,0.7,4.1,2.3,25.2
245,193,James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
246,193,James Harden\hardeja01,PG,31,BRK,34,34,37.3,8.1,17.3,0.467,2.7,7.5,0.361,5.4,9.8,0.548,0.545,6.5,7.5,0.867,0.9,7.8,8.7,11.0,1.3,0.7,4.1,2.4,25.4
247,194,Maurice Harkless\harklma01,SF-PF,27,TOT,20,6,15.3,1.2,2.9,0.421,0.6,1.9,0.297,0.7,1.0,0.65,0.518,0.5,0.7,0.692,0.2,1.6,1.7,0.9,0.5,0.4,0.4,1.9,3.4
248,194,Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,0.385,0.5,1.0,0.455,0.0,0.2,0.0,0.577,0.0,0.2,0.0,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.3,1.4
249,194,Maurice Harkless\harklma01,PF,27,SAC,9,3,20.1,2.1,4.9,0.432,0.7,2.9,0.231,1.4,2.0,0.722,0.5,1.0,1.2,0.818,0.1,2.2,2.3,1.2,0.8,0.3,0.6,2.6,5.9
250,195,Jared Harper\harpeja01,PG,23,NYK,4,0,2.3,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
251,196,Montrezl Harrell\harremo01,C,27,LAL,55,1,24.5,5.7,9.3,0.621,0.0,0.2,0.0,5.7,9.1,0.633,0.621,2.7,3.9,0.708,2.4,4.2,6.6,1.1,0.7,0.8,1.1,1.9,14.2
252,197,Gary Harris\harriga01,SG,26,TOT,21,20,29.8,3.6,8.4,0.426,1.2,3.8,0.313,2.4,4.6,0.521,0.497,1.2,1.6,0.765,0.7,1.7,2.4,1.7,0.9,0.2,0.8,1.9,9.6
253,197,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
254,197,Gary Harris\harriga01,SG,26,ORL,2,1,22.5,3.0,10.0,0.3,0.5,2.5,0.2,2.5,7.5,0.333,0.325,2.0,2.0,1.0,0.5,1.0,1.5,1.5,0.5,0.5,1.5,1.0,8.5
255,198,Jalen Harris\harrija01,SG,22,TOR,4,0,3.5,0.3,1.0,0.25,0.3,0.5,0.5,0.0,0.5,0.0,0.375,0.0,0.0,,0.3,0.5,0.8,0.5,0.3,0.0,0.3,0.5,0.8
256,199,Joe Harris\harrijo01,SF,29,BRK,54,50,30.8,5.2,10.2,0.512,3.2,6.6,0.482,2.0,3.6,0.567,0.668,0.7,0.9,0.75,0.6,3.0,3.7,1.9,0.6,0.2,0.8,2.1,14.2
257,200,Tobias Harris\harrito02,PF,28,PHI,48,48,33.3,7.9,15.2,0.518,1.4,3.5,0.402,6.5,11.7,0.553,0.564,3.2,3.6,0.884,1.0,6.2,7.3,3.6,0.9,0.9,1.9,2.0,20.4
258,201,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,0.3,0.0,0.1,0.0,0.4,1.1,0.333,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0
259,202,Josh Hart\hartjo01,SF,25,NOP,47,4,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,2.4,9.2
260,203,Isaiah Hartenstein\harteis01,C,22,TOT,37,2,11.8,1.8,3.4,0.544,0.1,0.1,0.4,1.8,3.2,0.55,0.552,1.0,1.6,0.623,1.5,2.5,4.0,1.1,0.4,0.8,0.8,2.3,4.8
261,203,Isaiah Hartenstein\harteis01,C,22,DEN,30,0,9.1,1.4,2.7,0.513,0.0,0.0,,1.4,2.7,0.513,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2.0,3.5
262,203,Isaiah Hartenstein\harteis01,C,22,CLE,7,2,23.4,3.9,6.4,0.6,0.3,0.7,0.4,3.6,5.7,0.625,0.622,2.3,3.6,0.64,2.0,6.9,8.9,3.4,0.4,1.6,1.3,3.6,10.3
263,204,Jaxson Hayes\hayesja02,C,20,NOP,42,3,14.8,2.5,3.8,0.658,0.1,0.1,0.5,2.5,3.7,0.665,0.668,1.2,1.6,0.75,1.2,2.6,3.8,0.6,0.4,0.5,0.7,1.8,6.3
264,205,Killian Hayes\hayeski01,PG,19,DET,11,7,20.9,2.0,6.3,0.319,0.6,2.5,0.259,1.4,3.8,0.357,0.37,0.3,0.4,0.75,0.2,1.8,2.0,3.5,0.6,0.4,2.5,1.8,4.9
265,206,Gordon Hayward\haywago01,SF,30,CHO,44,44,34.0,7.1,15.0,0.473,1.9,4.7,0.415,5.1,10.3,0.499,0.537,3.5,4.2,0.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6
266,207,Juan Hernangómez\hernaju01,PF,25,MIN,36,6,16.2,2.2,5.1,0.422,0.9,2.8,0.313,1.3,2.4,0.547,0.505,1.1,1.7,0.667,0.9,3.1,4.1,0.6,0.4,0.1,0.4,0.9,6.3
267,208,Willy Hernangómez\hernawi01,C,26,NOP,32,2,15.6,2.7,4.9,0.544,0.0,0.3,0.125,2.7,4.7,0.567,0.547,0.9,1.5,0.604,2.3,3.9,6.3,0.9,0.3,0.5,0.5,1.0,6.3
268,209,Tyler Herro\herroty01,SG,21,MIA,43,14,31.5,5.8,13.3,0.432,1.9,5.6,0.338,3.9,7.8,0.5,0.503,2.0,2.5,0.811,0.5,4.5,5.0,3.3,0.7,0.4,2.0,1.3,15.4
269,210,Buddy Hield\hieldbu01,SG,28,SAC,53,53,34.5,5.7,14.3,0.396,4.0,10.5,0.382,1.6,3.8,0.437,0.537,1.2,1.4,0.842,0.4,4.2,4.5,3.2,0.8,0.3,1.7,2.6,16.5
270,211,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
271,212,Solomon Hill\hillso01,PF,29,ATL,54,9,20.2,1.5,4.2,0.366,1.0,3.1,0.321,0.5,1.1,0.492,0.485,0.4,0.6,0.767,0.6,2.0,2.6,1.0,0.7,0.2,0.6,1.6,4.5
272,213,Nate Hinton\hintona01,SG,21,DAL,14,0,3.4,0.6,1.4,0.4,0.1,0.4,0.167,0.5,1.0,0.5,0.425,0.3,0.4,0.667,0.1,0.3,0.4,0.3,0.3,0.1,0.3,0.2,1.5
273,214,Jaylen Hoard\hoardja01,SF,21,OKC,5,0,21.2,3.0,6.2,0.484,0.0,0.8,0.0,3.0,5.4,0.556,0.484,2.6,3.0,0.867,1.2,1.8,3.0,0.8,0.4,0.2,1.4,1.4,8.6
274,215,Aaron Holiday\holidaa01,PG,24,IND,51,6,17.6,2.7,6.8,0.399,1.1,2.9,0.376,1.6,3.9,0.416,0.48,0.8,1.1,0.768,0.2,1.1,1.2,1.7,0.6,0.2,0.9,1.6,7.4
275,216,Jrue Holiday\holidjr01,PG,30,MIL,41,38,31.7,6.8,13.4,0.506,1.9,4.8,0.4,4.9,8.6,0.565,0.577,1.6,2.0,0.827,1.3,3.3,4.6,5.4,1.7,0.5,2.1,1.7,17.1
276,217,Justin Holiday\holidju01,SG,31,IND,53,44,31.3,3.7,8.9,0.419,2.5,6.5,0.383,1.3,2.5,0.511,0.557,1.0,1.2,0.8,0.5,3.2,3.7,1.7,1.2,0.4,0.8,2.0,10.9
277,218,Rondae Hollis-Jefferson\holliro01,PF,26,POR,2,0,6.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.0,0.5,0.5,1.5,0.5,0.0,0.5,2.5,2.0
278,219,Richaun Holmes\holmeri01,C,27,SAC,50,50,30.0,5.9,9.3,0.641,0.0,0.2,0.2,5.9,9.1,0.651,0.644,2.2,2.8,0.797,2.6,6.4,8.9,1.7,0.7,1.6,1.2,3.6,14.1
279,220,Rodney Hood\hoodro01,SF,28,TOT,45,5,18.8,1.9,5.2,0.364,0.7,2.3,0.305,1.2,2.9,0.412,0.432,0.3,0.4,0.789,0.4,1.5,2.0,1.1,0.5,0.1,0.8,1.5,4.9
280,220,Rodney Hood\hoodro01,SF,28,POR,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.425,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7
281,220,Rodney Hood\hoodro01,SF,28,TOR,7,0,16.9,1.9,5.0,0.371,1.0,3.0,0.333,0.9,2.0,0.429,0.471,0.9,1.0,0.857,0.3,1.9,2.1,0.3,0.1,0.3,0.6,1.4,5.6
282,221,Al Horford\horfoal01,C,34,OKC,28,28,27.9,5.8,12.9,0.45,2.0,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2
283,222,Talen Horton-Tucker\hortota01,SG,20,LAL,50,3,19.5,3.3,7.5,0.437,0.6,2.1,0.269,2.7,5.4,0.502,0.475,1.4,1.7,0.81,0.4,2.3,2.7,2.5,0.9,0.4,1.5,2.0,8.5
